cntry,ccnthum,ccrdprs,wrclmch,gndr,agea,eisced,impricha,ipeqopta,ipmodsta,impfuna,impenva
IE,Equal natural and human,7,Somewhat worried,Male,56,Upper upper sec,Somewhat like me,Not like me,Very much like me,Somewhat like me,Very much like me
IE,Entirely human,8,Somewhat worried,Male,33,Advanced voc,Somewhat like me,Very much like me,Like me,Somewhat like me,Like me
IE,Equal natural and human,9,Very worried,Female,69,Other,Not like me,Like me,Like me,Very much like me,Very much like me
IE,Equal natural and human,9,Very worried,Male,42,Advanced voc,Not like me,Like me,Like me,Not like me,Somewhat like me
IE,NA,2,Somewhat worried,Male,73,Lower tertiary,A little like me,Somewhat like me,Like me,Somewhat like me,Like me
IE,Equal natural and human,6,Somewhat worried,Female,56,Lower tertiary,Somewhat like me,Very much like me,Somewhat like me,A little like me,Like me
IE,Mainly human,8,Very worried,Male,43,Lower tertiary,Not like me,Like me,Like me,A little like me,Like me
IE,Equal natural and human,6,Not worried,Female,62,Lower upper sec,Like me,Somewhat like me,Like me,A little like me,Not like me
IE,Equal natural and human,7,Not worried,Male,62,Lower secondary,Not at all like me,Like me,Like me,Not like me,Very much like me
IE,Equal natural and human,8,Somewhat worried,Male,54,Higher tertiary,Very much like me,Very much like me,Like me,Like me,Very much like me
IE,Mainly human,7,Very worried,Female,40,Lower upper sec,Somewhat like me,Very much like me,Very much like me,A little like me,Somewhat like me
IE,Mainly human,6,Somewhat worried,Male,67,Lower tertiary,Not at all like me,Like me,Very much like me,Very much like me,Very much like me
IE,NA,5,Not worried,Male,55,Advanced voc,Somewhat like me,Very much like me,A little like me,Somewhat like me,Somewhat like me
IE,Mainly human,7,Somewhat worried,Female,59,Advanced voc,Not at all like me,Like me,Like me,Somewhat like me,Like me
IE,Natural processes,Not at all,Not very worried,Male,37,Lower tertiary,Very much like me,A little like me,Very much like me,Like me,Not at all like me
IE,I don't think climate change is happening,NA,NA,Male,75,Advanced voc,Somewhat like me,Very much like me,Somewhat like me,Like me,Very much like me
IE,Mainly natural,Not at all,Not worried,Male,37,Lower tertiary,Somewhat like me,Like me,Like me,Very much like me,Very much like me
IE,Mainly human,A lot,Somewhat worried,Female,70,Higher tertiary,Not like me,Very much like me,Very much like me,Not like me,Very much like me
IE,Mainly natural,6,Somewhat worried,Male,24,Lower tertiary,A little like me,A little like me,Somewhat like me,Somewhat like me,Somewhat like me
IE,NA,5,Not very worried,Male,56,Advanced voc,A little like me,Like me,Somewhat like me,A little like me,Like me
IE,Equal natural and human,8,Somewhat worried,Female,19,Upper upper sec,Somewhat like me,Like me,Very much like me,Very much like me,Very much like me
IE,Natural processes,2,Not very worried,Female,53,Lower upper sec,Not at all like me,Like me,A little like me,Not like me,Like me
IE,I don't think climate change is happening,NA,NA,Male,60,Lower upper sec,Somewhat like me,Like me,Very much like me,Like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Female,72,Advanced voc,Like me,Very much like me,Somewhat like me,Very much like me,Like me
IE,NA,7,Not worried,Female,56,Lower tertiary,Not at all like me,Like me,Very much like me,Very much like me,Like me
IE,Equal natural and human,6,Not worried,Male,42,Other,Somewhat like me,Very much like me,Very much like me,Very much like me,Very much like me
IE,Equal natural and human,8,Extremely worried,Female,20,Lower tertiary,Somewhat like me,Very much like me,Like me,Very much like me,Very much like me
IE,Natural processes,8,Somewhat worried,Male,26,Advanced voc,Somewhat like me,Like me,Like me,Somewhat like me,Somewhat like me
IE,NA,NA,Not worried,Male,78,Lower secondary,Not at all like me,Very much like me,Very much like me,Like me,Like me
IE,Mainly human,8,Somewhat worried,Male,40,Higher tertiary,Somewhat like me,Like me,Not like me,Somewhat like me,Very much like me
IE,Mainly human,5,Somewhat worried,Female,NA,Lower tertiary,NA,NA,NA,A little like me,Not at all like me
IE,Entirely human,5,Not worried,Male,79,Lower tertiary,Not at all like me,Very much like me,Like me,Not at all like me,Like me
IE,Equal natural and human,5,Somewhat worried,Female,39,Lower upper sec,Not like me,Very much like me,Like me,Somewhat like me,Like me
IE,NA,7,Not very worried,Female,73,Lower upper sec,Not like me,Like me,Like me,A little like me,Like me
IE,Equal natural and human,9,Very worried,Female,62,Lower tertiary,Somewhat like me,Like me,Like me,A little like me,Like me
IE,Mainly human,5,Somewhat worried,Male,51,Lower tertiary,A little like me,Like me,Like me,A little like me,Somewhat like me
IE,Entirely human,4,Somewhat worried,Female,60,Advanced voc,Like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,7,Somewhat worried,Female,33,Lower tertiary,Like me,Like me,A little like me,Like me,Somewhat like me
IE,Mainly natural,5,Not very worried,Female,35,Lower tertiary,A little like me,Like me,Very much like me,Like me,Very much like me
IE,Equal natural and human,5,Somewhat worried,Female,63,Advanced voc,A little like me,Somewhat like me,Not like me,Somewhat like me,Like me
IE,Equal natural and human,8,Very worried,Female,68,Advanced voc,Somewhat like me,Like me,Very much like me,Somewhat like me,Like me
IE,Equal natural and human,5,Somewhat worried,Male,79,Upper upper sec,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me
IE,Equal natural and human,5,Not very worried,Female,33,Lower tertiary,Not like me,Like me,Not like me,Like me,A little like me
IE,Mainly natural,5,Not very worried,Male,68,Advanced voc,Not like me,A little like me,Somewhat like me,Not at all like me,Like me
IE,Equal natural and human,7,Somewhat worried,Male,28,Other,Somewhat like me,Like me,Like me,Like me,Like me
IE,Mainly human,8,Somewhat worried,Female,19,Advanced voc,A little like me,Like me,Not at all like me,Not like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Female,33,Lower upper sec,Not like me,Like me,A little like me,Like me,Like me
IE,Mainly natural,8,Not very worried,Female,87,Lower upper sec,Not at all like me,Very much like me,Very much like me,Like me,Very much like me
IE,Equal natural and human,2,Not worried,Female,58,Lower upper sec,Not like me,Like me,Like me,Like me,Like me
IE,Mainly human,6,Somewhat worried,Male,45,Advanced voc,Somewhat like me,Somewhat like me,A little like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,2,Somewhat worried,Female,45,Lower tertiary,Somewhat like me,Very much like me,Somewhat like me,Like me,Like me
IE,Natural processes,7,Very worried,Male,62,Lower upper sec,Not at all like me,Very much like me,Like me,Like me,Like me
IE,Equal natural and human,8,Somewhat worried,Female,32,Other,Like me,Very much like me,Somewhat like me,Like me,Like me
IE,Equal natural and human,A lot,Extremely worried,Female,69,Lower tertiary,Not like me,Very much like me,Very much like me,Very much like me,Like me
IE,Equal natural and human,6,Somewhat worried,Female,72,Lower tertiary,Not like me,Very much like me,Like me,A little like me,Like me
IE,Equal natural and human,4,Not worried,Female,51,Advanced voc,Not at all like me,A little like me,Very much like me,A little like me,A little like me
IE,Equal natural and human,8,Not very worried,Female,44,Other,Not at all like me,Not at all like me,Very much like me,Not like me,Like me
IE,Mainly human,8,Somewhat worried,Male,42,Other,Somewhat like me,Like me,A little like me,A little like me,Like me
IE,Equal natural and human,4,Not very worried,Male,54,Lower tertiary,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Very much like me
IE,Natural processes,2,Not worried,Male,64,Lower upper sec,Very much like me,Like me,Very much like me,Like me,Not like me
IE,Mainly natural,3,Somewhat worried,Female,38,Higher tertiary,Not like me,Somewhat like me,Very much like me,Somewhat like me,Somewhat like me
IE,Mainly natural,1,Not very worried,Female,56,Lower upper sec,Not at all like me,Very much like me,Like me,Like me,Somewhat like me
IE,Entirely human,8,Somewhat worried,Female,76,Lower tertiary,Not at all like me,Very much like me,A little like me,Like me,Very much like me
IE,Mainly human,8,Not worried,Female,67,Lower upper sec,A little like me,Like me,Somewhat like me,Somewhat like me,Like me
IE,Equal natural and human,6,Not very worried,Female,71,Upper upper sec,A little like me,Like me,Like me,Not at all like me,Like me
IE,Equal natural and human,6,Very worried,Female,19,Advanced voc,Not at all like me,Like me,Like me,Like me,Like me
IE,Equal natural and human,A lot,Very worried,Female,50,Advanced voc,A little like me,Somewhat like me,Like me,Like me,A little like me
IE,Natural processes,A lot,Very worried,Female,68,Lower tertiary,Not like me,Like me,Somewhat like me,Not at all like me,Very much like me
IE,Mainly human,7,Not very worried,Female,40,Other,Not like me,Very much like me,Very much like me,A little like me,Somewhat like me
IE,Equal natural and human,7,Somewhat worried,Female,66,Lower secondary,Not at all like me,Like me,Like me,Not at all like me,Like me
IE,Mainly human,8,Somewhat worried,Male,77,Lower upper sec,Not like me,Very much like me,Like me,Somewhat like me,Very much like me
IE,Equal natural and human,A lot,Very worried,Male,46,Other,Not like me,Very much like me,Somewhat like me,Somewhat like me,Very much like me
IE,Equal natural and human,5,Somewhat worried,Male,33,Advanced voc,A little like me,Like me,Not like me,A little like me,Not like me
IE,Equal natural and human,9,Somewhat worried,Male,38,Other,A little like me,A little like me,Somewhat like me,Somewhat like me,Like me
IE,Mainly human,8,Extremely worried,Male,50,Lower tertiary,Like me,Like me,Somewhat like me,Somewhat like me,Like me
IE,Equal natural and human,5,Very worried,Male,30,Lower upper sec,A little like me,Like me,Like me,Like me,Like me
IE,Equal natural and human,2,Not very worried,Male,64,Upper upper sec,A little like me,Like me,Somewhat like me,A little like me,Like me
IE,Equal natural and human,5,Not very worried,Female,22,Lower tertiary,A little like me,Like me,Like me,Like me,Somewhat like me
IE,Equal natural and human,6,Not worried,Male,57,Advanced voc,Not at all like me,Like me,Not like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,7,Somewhat worried,Male,77,Lower upper sec,Not like me,A little like me,Somewhat like me,A little like me,Somewhat like me
IE,Equal natural and human,9,Very worried,Male,36,Lower tertiary,Very much like me,Very much like me,Somewhat like me,A little like me,Very much like me
IE,Mainly human,6,Not worried,Female,36,Other,Somewhat like me,Very much like me,Like me,Very much like me,Very much like me
IE,Equal natural and human,5,Somewhat worried,Female,48,Lower upper sec,Not at all like me,Very much like me,A little like me,Not at all like me,A little like me
IE,Mainly human,Not at all,Not very worried,Male,73,Lower upper sec,Not like me,Very much like me,Like me,NA,Like me
IE,Equal natural and human,7,Somewhat worried,Female,77,Higher tertiary,Somewhat like me,A little like me,A little like me,A little like me,Somewhat like me
IE,Mainly human,9,Very worried,Female,31,Other,Somewhat like me,Like me,Like me,Like me,Like me
IE,Equal natural and human,A lot,Somewhat worried,Female,57,Other,Not at all like me,Very much like me,Not like me,Very much like me,Very much like me
IE,Equal natural and human,8,Somewhat worried,Male,42,Upper upper sec,Not like me,Like me,Like me,A little like me,Very much like me
IE,Equal natural and human,5,Somewhat worried,Male,86,Lower secondary,Not at all like me,Like me,Like me,Not at all like me,Very much like me
IE,Equal natural and human,8,Somewhat worried,Female,71,Lower tertiary,Not like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me
IE,Mainly human,5,Not very worried,Male,25,Lower tertiary,Like me,Like me,Somewhat like me,Not like me,Somewhat like me
IE,Equal natural and human,1,Not very worried,Male,62,Lower tertiary,Not like me,Very much like me,Like me,Like me,Like me
IE,I don't think climate change is happening,NA,NA,Male,77,Advanced voc,Not at all like me,Like me,Very much like me,A little like me,Very much like me
IE,Equal natural and human,5,Somewhat worried,Male,39,Advanced voc,Not like me,Very much like me,Like me,Like me,Like me
IE,Mainly human,3,Not very worried,Male,73,Lower secondary,Not at all like me,Like me,Very much like me,Not like me,A little like me
IE,Equal natural and human,4,Somewhat worried,Male,22,Upper upper sec,Like me,Like me,Like me,Not like me,Very much like me
IE,Equal natural and human,7,Not worried,Female,51,Advanced voc,Not at all like me,Somewhat like me,Like me,Like me,Very much like me
IE,Mainly human,7,Very worried,Female,17,Advanced voc,A little like me,Very much like me,Like me,Like me,Very much like me
IE,Equal natural and human,8,Somewhat worried,Female,70,Lower tertiary,Not like me,Somewhat like me,Very much like me,Somewhat like me,Like me
IE,Equal natural and human,3,Somewhat worried,Male,19,Advanced voc,A little like me,Very much like me,A little like me,Not like me,Somewhat like me
IE,Equal natural and human,7,Somewhat worried,Female,71,Lower upper sec,Not like me,Very much like me,Very much like me,Somewhat like me,Very much like me
IE,Mainly human,3,Not very worried,Male,51,Lower upper sec,A little like me,Like me,Very much like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,7,Somewhat worried,Male,78,Advanced voc,Not like me,Like me,Somewhat like me,Like me,Like me
IE,Equal natural and human,7,Very worried,Female,49,Higher tertiary,Like me,Very much like me,Very much like me,Very much like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Male,22,Advanced voc,A little like me,Like me,Like me,Like me,Like me
IE,NA,Not at all,Not very worried,Male,47,Lower upper sec,A little like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me
IE,I don't think climate change is happening,NA,NA,Female,59,Advanced voc,Somewhat like me,Not like me,Somewhat like me,Like me,A little like me
IE,Mainly human,A lot,Somewhat worried,Male,43,Advanced voc,Somewhat like me,Like me,Very much like me,Very much like me,Like me
IE,Mainly human,9,Very worried,Male,30,Lower tertiary,Somewhat like me,Like me,Somewhat like me,A little like me,Like me
IE,Equal natural and human,8,Somewhat worried,Male,25,Advanced voc,Somewhat like me,Like me,Like me,Somewhat like me,Like me
IE,Equal natural and human,Not at all,Not worried,Male,69,Lower upper sec,Not like me,Like me,Like me,Like me,Somewhat like me
IE,Mainly human,1,Not worried,Male,79,Lower upper sec,NA,NA,NA,NA,NA
IE,Equal natural and human,5,Not very worried,Male,24,Other,Not at all like me,Like me,Somewhat like me,Somewhat like me,A little like me
IE,Equal natural and human,4,Somewhat worried,Male,31,Lower tertiary,Like me,Somewhat like me,Like me,A little like me,Like me
IE,Equal natural and human,4,Very worried,Male,54,Lower tertiary,Not like me,Very much like me,Like me,Like me,Very much like me
IE,Mainly human,7,Very worried,Female,68,Advanced voc,A little like me,Like me,Somewhat like me,Not like me,Like me
IE,Equal natural and human,7,Somewhat worried,Male,55,Lower tertiary,Somewhat like me,Very much like me,Somewhat like me,Very much like me,Very much like me
IE,Mainly human,8,Somewhat worried,Female,60,Lower tertiary,A little like me,Like me,Somewhat like me,Somewhat like me,Like me
IE,Mainly human,8,Very worried,Female,52,Other,Not like me,Like me,Somewhat like me,Like me,Like me
IE,Mainly human,7,Very worried,Male,68,Other,Not like me,Like me,Like me,Very much like me,Very much like me
IE,Mainly human,7,Very worried,Female,44,Higher tertiary,Somewhat like me,Like me,A little like me,A little like me,Like me
IE,Mainly natural,5,Somewhat worried,Male,26,Lower tertiary,Very much like me,Somewhat like me,A little like me,Very much like me,A little like me
IE,Equal natural and human,5,Somewhat worried,Male,32,Other,Not like me,Like me,Not like me,Like me,Like me
IE,Mainly human,A lot,Extremely worried,Female,57,Other,Not like me,Like me,A little like me,Like me,Very much like me
IE,Entirely human,7,Not worried,Female,56,Lower upper sec,Somewhat like me,Somewhat like me,A little like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,Not at all,Somewhat worried,Male,80,Lower tertiary,Not at all like me,Like me,Not at all like me,Not like me,A little like me
IE,Equal natural and human,8,Very worried,Male,56,Other,Somewhat like me,Like me,Like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,7,Not very worried,Female,73,Lower upper sec,Not at all like me,Like me,Like me,Not at all like me,Like me
IE,Mainly human,7,Somewhat worried,Female,84,Lower secondary,A little like me,Very much like me,Not like me,Like me,A little like me
IE,Equal natural and human,7,Somewhat worried,Female,37,Lower upper sec,Somewhat like me,Somewhat like me,A little like me,Somewhat like me,Somewhat like me
IE,Entirely human,4,Extremely worried,Male,44,Lower secondary,Not like me,Like me,Very much like me,Not at all like me,Somewhat like me
IE,Mainly human,7,Somewhat worried,Female,18,Advanced voc,A little like me,Like me,Like me,Not like me,Like me
IE,Equal natural and human,3,Somewhat worried,Male,87,Lower secondary,Not like me,Somewhat like me,Somewhat like me,Not like me,Like me
IE,Equal natural and human,A lot,Very worried,Female,40,Lower tertiary,Not at all like me,Very much like me,Somewhat like me,Somewhat like me,Very much like me
IE,Equal natural and human,A lot,Extremely worried,Male,62,Other,Not like me,Very much like me,Somewhat like me,Like me,Like me
IE,Mainly human,A lot,Extremely worried,Male,37,Higher tertiary,Very much like me,Very much like me,Somewhat like me,Somewhat like me,Very much like me
IE,Equal natural and human,9,NA,Female,40,Lower upper sec,Not at all like me,Like me,Very much like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,6,Very worried,Male,63,Lower upper sec,Not at all like me,Like me,Like me,Somewhat like me,Somewhat like me
IE,Mainly natural,6,Not worried,Female,66,Lower secondary,Not at all like me,Very much like me,Somewhat like me,Very much like me,Very much like me
IE,Equal natural and human,6,Somewhat worried,Male,55,Lower tertiary,Like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me
IE,Equal natural and human,8,Somewhat worried,Female,49,Other,Not at all like me,Like me,Very much like me,Not like me,Very much like me
IE,Mainly natural,7,Somewhat worried,Female,71,Lower secondary,Not like me,Like me,A little like me,Not like me,A little like me
IE,Equal natural and human,7,Very worried,Male,73,Lower tertiary,Not at all like me,Very much like me,A little like me,Not like me,Like me
IE,Equal natural and human,7,Somewhat worried,Female,77,Lower tertiary,Not like me,Very much like me,Very much like me,Somewhat like me,Very much like me
IE,Equal natural and human,8,Very worried,Female,63,Lower tertiary,A little like me,Very much like me,Like me,Like me,Like me
IE,Equal natural and human,7,Somewhat worried,Male,45,Advanced voc,Not like me,Like me,Very much like me,Somewhat like me,Like me
IE,Mainly human,9,Extremely worried,Female,62,Other,Not at all like me,Very much like me,Very much like me,Very much like me,Very much like me
IE,Mainly human,8,Somewhat worried,Female,66,Lower tertiary,Not like me,Somewhat like me,Not like me,Not like me,A little like me
IE,Mainly natural,8,Not worried,Male,63,Lower upper sec,Not at all like me,Like me,Like me,Somewhat like me,Like me
IE,Mainly human,8,Very worried,Male,45,Higher tertiary,Not like me,Like me,Like me,Like me,Very much like me
IE,Mainly natural,9,Very worried,Male,40,Other,Not like me,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me
IE,NA,5,Not very worried,Male,51,Advanced voc,Not like me,Somewhat like me,Somewhat like me,A little like me,Somewhat like me
IE,Mainly human,8,Extremely worried,Male,39,Higher tertiary,A little like me,Very much like me,Very much like me,Somewhat like me,Like me
IE,Equal natural and human,6,Somewhat worried,Female,39,Lower tertiary,A little like me,Like me,Somewhat like me,A little like me,Very much like me
IE,Natural processes,Not at all,Not worried,Male,81,Lower upper sec,Like me,Very much like me,Very much like me,Like me,Somewhat like me
IE,Mainly human,9,Very worried,Male,35,Other,Like me,Like me,Like me,Like me,Like me
IE,Mainly human,7,Very worried,Male,58,Upper upper sec,Not like me,Like me,Somewhat like me,A little like me,Somewhat like me
IE,NA,6,Not very worried,Male,64,Lower secondary,Not like me,Somewhat like me,Not like me,A little like me,A little like me
IE,Equal natural and human,A lot,Very worried,Male,15,Lower upper sec,Very much like me,Very much like me,Very much like me,Very much like me,Very much like me
IE,Equal natural and human,6,Not very worried,Male,43,Higher tertiary,Somewhat like me,Very much like me,Very much like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,6,Somewhat worried,Male,53,Lower tertiary,Not like me,Very much like me,Not like me,Like me,Very much like me
IE,Mainly human,A lot,Somewhat worried,Female,59,Lower tertiary,Not at all like me,Like me,Like me,Like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Female,44,Advanced voc,Like me,Like me,Not like me,A little like me,Somewhat like me
IE,Mainly human,8,Somewhat worried,Female,42,Upper upper sec,Not like me,Like me,Somewhat like me,A little like me,Somewhat like me
IE,Mainly human,A lot,Very worried,Male,27,Higher tertiary,Very much like me,Very much like me,Very much like me,A little like me,Very much like me
IE,Mainly human,8,Somewhat worried,Male,59,Higher tertiary,Not at all like me,Like me,Very much like me,Somewhat like me,Very much like me
IE,Equal natural and human,8,Somewhat worried,Female,27,Other,Somewhat like me,Somewhat like me,Somewhat like me,A little like me,Like me
IE,Equal natural and human,1,Not very worried,Female,53,Lower tertiary,Very much like me,Very much like me,Somewhat like me,Very much like me,Not at all like me
IE,Equal natural and human,8,Very worried,Female,53,Other,A little like me,Like me,Somewhat like me,A little like me,Like me
IE,Equal natural and human,8,Somewhat worried,Male,69,Lower upper sec,Not like me,Very much like me,Like me,Like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Female,64,Lower upper sec,Not at all like me,Very much like me,Like me,A little like me,Like me
IE,Mainly human,8,Somewhat worried,Female,77,Lower tertiary,Not like me,Very much like me,Very much like me,Not at all like me,Very much like me
IE,Equal natural and human,5,Not very worried,Female,43,Advanced voc,Not like me,Like me,Somewhat like me,A little like me,Like me
IE,Equal natural and human,5,Not very worried,Female,63,Lower upper sec,Like me,Somewhat like me,Like me,Somewhat like me,Like me
IE,Equal natural and human,Not at all,Not worried,Male,61,Advanced voc,A little like me,Somewhat like me,Somewhat like me,Not like me,Not like me
IE,Equal natural and human,8,Somewhat worried,Male,55,Lower tertiary,A little like me,Somewhat like me,Very much like me,A little like me,Like me
IE,Mainly human,8,Somewhat worried,Male,79,Lower secondary,Somewhat like me,Very much like me,Like me,Like me,Very much like me
IE,Mainly human,7,Somewhat worried,Male,29,Higher tertiary,Somewhat like me,Somewhat like me,Not like me,A little like me,A little like me
IE,Equal natural and human,8,Very worried,Male,69,Higher tertiary,Like me,Like me,Like me,Somewhat like me,Like me
IE,Equal natural and human,7,Somewhat worried,Male,74,Lower upper sec,A little like me,Like me,Very much like me,Like me,Like me
IE,Equal natural and human,6,Somewhat worried,Female,45,Lower tertiary,Not like me,Very much like me,A little like me,Somewhat like me,Somewhat like me
IE,Natural processes,7,Somewhat worried,Female,37,Upper upper sec,Not at all like me,Like me,Like me,Like me,Like me
IE,Mainly human,A lot,Extremely worried,Female,44,Other,Not at all like me,Very much like me,Not like me,A little like me,Like me
IE,Mainly human,A lot,Very worried,Female,19,Lower tertiary,Not like me,Very much like me,Somewhat like me,Very much like me,Very much like me
IE,Entirely human,A lot,Very worried,Male,69,Lower secondary,A little like me,Very much like me,Like me,Very much like me,Like me
IE,NA,5,Not very worried,Female,75,Advanced voc,Not at all like me,Somewhat like me,Like me,Not at all like me,Somewhat like me
IE,Equal natural and human,5,Very worried,Male,69,Advanced voc,A little like me,Somewhat like me,Somewhat like me,Not like me,A little like me
IE,Equal natural and human,8,Somewhat worried,Female,32,Lower tertiary,Not like me,Like me,Like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,7,Somewhat worried,Female,35,Advanced voc,Somewhat like me,Like me,Like me,A little like me,Somewhat like me
IE,Entirely human,5,Not very worried,Female,63,Lower secondary,Not like me,Like me,Not at all like me,A little like me,Somewhat like me
IE,Mainly human,8,Very worried,Female,66,Lower upper sec,Not like me,Very much like me,Very much like me,Like me,Very much like me
IE,Equal natural and human,8,Somewhat worried,Female,40,Lower tertiary,Not at all like me,Very much like me,Like me,Somewhat like me,Like me
IE,Equal natural and human,Not at all,Not worried,Male,19,Upper upper sec,Somewhat like me,A little like me,A little like me,A little like me,Not like me
IE,Mainly natural,5,Somewhat worried,Female,50,Other,Somewhat like me,Like me,Like me,A little like me,Like me
IE,Mainly human,7,Somewhat worried,Female,42,Other,Not like me,Like me,Like me,Like me,Somewhat like me
IE,NA,Not at all,Not very worried,Male,55,Lower secondary,Not at all like me,A little like me,Somewhat like me,Not like me,A little like me
IE,Equal natural and human,6,Somewhat worried,Male,57,Lower tertiary,A little like me,Like me,Like me,Like me,Very much like me
IE,Equal natural and human,5,Somewhat worried,Female,52,Lower upper sec,A little like me,Like me,Somewhat like me,A little like me,Like me
IE,Equal natural and human,6,Somewhat worried,Female,62,Lower tertiary,Not like me,Very much like me,Somewhat like me,A little like me,Somewhat like me
IE,Equal natural and human,5,Extremely worried,Male,56,Lower tertiary,Not like me,Very much like me,Very much like me,Very much like me,Very much like me
IE,Equal natural and human,3,Somewhat worried,Female,41,Lower tertiary,Not like me,Very much like me,Like me,Somewhat like me,Somewhat like me
IE,Equal natural and human,8,Not worried,Female,27,Advanced voc,Not at all like me,Like me,Like me,Like me,Not at all like me
IE,Equal natural and human,9,Somewhat worried,Female,49,Higher tertiary,Not like me,Like me,Very much like me,Very much like me,Very much like me
IE,Equal natural and human,5,Not very worried,Female,73,Advanced voc,Not at all like me,Like me,Somewhat like me,Like me,Somewhat like me
IE,Mainly human,6,Somewhat worried,Male,87,Lower tertiary,Somewhat like me,Like me,Somewhat like me,Somewhat like me,A little like me
IE,NA,3,Not very worried,Male,46,Upper upper sec,Not at all like me,Like me,Somewhat like me,A little like me,Very much like me
IE,Equal natural and human,9,Extremely worried,Female,70,Other,A little like me,Very much like me,Somewhat like me,Not like me,Very much like me
IE,Equal natural and human,7,Somewhat worried,Female,55,Advanced voc,Not like me,Like me,Like me,Not like me,Like me
IE,Equal natural and human,7,Not worried,Female,60,Lower secondary,Not at all like me,Very much like me,Very much like me,Not like me,Like me
IE,Mainly human,NA,NA,Female,26,Lower upper sec,Not like me,Like me,Very much like me,Like me,Very much like me
IE,Entirely human,2,Somewhat worried,Male,54,Higher tertiary,Not like me,Like me,Somewhat like me,A little like me,Like me
IE,Entirely human,8,Extremely worried,Female,48,Higher tertiary,Not at all like me,Very much like me,Like me,A little like me,Very much like me
IE,Equal natural and human,8,Somewhat worried,Male,25,Higher tertiary,Not like me,Very much like me,Very much like me,Like me,Very much like me
IE,Mainly human,8,Very worried,Female,24,Higher tertiary,Like me,A little like me,Not like me,Very much like me,Somewhat like me
IE,Equal natural and human,8,Somewhat worried,Female,38,Higher tertiary,Somewhat like me,Somewhat like me,Somewhat like me,Somewhat like me,Like me
IE,Mainly human,8,Somewhat worried,Male,49,Higher tertiary,Not like me,Very much like me,Very much like me,Very much like me,Very much like me
IE,Mainly human,7,Very worried,Male,70,Advanced voc,Not like me,Like me,Somewhat like me,Somewhat like me,Like me
IE,Equal natural and human,3,Somewhat worried,Female,50,Lower tertiary,Somewhat like me,Not at all like me,A little like me,Very much like me,Very much like me
IE,Equal natural and human,4,Somewhat worried,Male,72,Lower tertiary,Not at all like me,Like me,Like me,Not like me,Like me
IE,Equal natural and human,7,Somewhat worried,Female,40,Other,Not like me,Somewhat like me,Not like me,A little like me,Like me
IE,Equal natural and human,7,Somewhat worried,Male,53,Higher tertiary,A little like me,Somewhat like me,A little like me,A little like me,Like me
IE,Equal natural and human,9,Extremely worried,Female,75,Lower tertiary,A little like me,Very much like me,Very much like me,Like me,Very much like me
IE,Mainly human,6,Somewhat worried,Female,32,Higher tertiary,Not like me,Like me,Like me,Like me,Like me
IE,Mainly human,6,Somewhat worried,Male,59,Advanced voc,Not like me,Like me,Like me,Like me,Like me
IE,Equal natural and human,6,Very worried,Female,60,Lower upper sec,Not like me,Somewhat like me,A little like me,Somewhat like me,Somewhat like me
IE,Mainly human,7,Somewhat worried,Female,57,Lower tertiary,Not like me,Somewhat like me,Like me,Somewhat like me,Somewhat like me
IE,I don't think climate change is happening,NA,NA,Female,78,Higher tertiary,A little like me,Like me,Somewhat like me,Somewhat like me,Not like me
IE,NA,5,Not very worried,Female,42,Advanced voc,Not like me,Like me,Somewhat like me,Not like me,A little like me
IE,Mainly human,7,Extremely worried,Male,66,Advanced voc,Not like me,Very much like me,Very much like me,Very much like me,Very much like me
IE,Mainly human,5,Somewhat worried,Male,45,Lower tertiary,Somewhat like me,Like me,Somewhat like me,Like me,Like me
IE,Equal natural and human,9,Very worried,Female,53,Lower upper sec,Not at all like me,Very much like me,Very much like me,A little like me,Very much like me
IE,Mainly human,7,Very worried,Female,62,Higher tertiary,A little like me,Very much like me,Like me,A little like me,Like me
IE,Mainly human,9,Very worried,Female,37,Other,Like me,Very much like me,Like me,Somewhat like me,Very much like me
IE,Equal natural and human,A lot,Somewhat worried,Male,73,Lower upper sec,Not like me,Like me,Like me,A little like me,Very much like me
IE,Natural processes,3,Somewhat worried,Male,90,Lower secondary,NA,NA,NA,NA,NA
IE,Equal natural and human,8,Somewhat worried,Female,43,Lower tertiary,Not like me,Like me,Like me,Like me,Very much like me
